"Year","aou","speciestotal","routeID"
2012,4860,11,12404214
2014,4860,1,12404214
2015,4860,14,12404214
2016,4860,32,12404214
1992,4860,3,12404215
1993,4860,4,12404215
1994,4860,1,12404215
1996,4860,16,12404215
1997,4860,3,12404215
1999,4860,6,12404215
2000,4860,8,12404215
2001,4860,5,12404215
2003,4860,8,12404215
2004,4860,5,12404215
2005,4860,6,12404215
2006,4860,16,12404215
2007,4860,3,12404215
2009,4860,2,12404215
2010,4860,6,12404215
2011,4860,6,12404215
2012,4860,8,12404215
2014,4860,5,12404215
2016,4860,1,12404215
2006,4860,1,12404220
2007,4860,1,12404220
2008,4860,6,12404220
2009,4860,1,12404220
2010,4860,10,12404220
2014,4860,9,12404220
2015,4860,14,12404220
2009,4860,2,12404221
1995,4860,3,12404222
2002,4860,2,12404222
2011,4860,1,12404222
2012,4860,2,12404222
2013,4860,2,12404222
2016,4860,9,12404222
1997,4860,15,12404223
1998,4860,19,12404223
1999,4860,11,12404223
2002,4860,1,12404223
1996,4860,3,12404225
1997,4860,2,12404225
1998,4860,3,12404225
2000,4860,1,12404225
2001,4860,5,12404225
2002,4860,4,12404225
2003,4860,5,12404225
2004,4860,9,12404225
2005,4860,5,12404225
2006,4860,2,12404225
2007,4860,3,12404225
2008,4860,2,12404225
2009,4860,4,12404225
2010,4860,7,12404225
2011,4860,2,12404225
2012,4860,6,12404225
2014,4860,4,12404225
1997,4860,1,12404227
2000,4860,5,12404227
2001,4860,3,12404227
2002,4860,4,12404227
2003,4860,5,12404227
2007,4860,3,12404227
2008,4860,10,12404227
2009,4860,13,12404227
2010,4860,16,12404227
2011,4860,16,12404227
2012,4860,5,12404227
2014,4860,4,12404227
2015,4860,2,12404227
2016,4860,2,12404227
2012,4860,5,12404228
2013,4860,4,12404228
2015,4860,3,12404228
2015,5090,1,12404228
2016,4860,6,12404228
2016,5090,3,12404228
1993,4860,2,12404229
1997,4860,6,12404229
1998,4860,3,12404229
2001,4860,8,12404229
2003,4860,3,12404229
2005,4860,1,12404229
2006,4860,3,12404229
2007,4860,4,12404229
2008,4860,5,12404229
2009,4860,3,12404229
2010,4860,3,12404229
2011,4860,2,12404229
2012,4860,9,12404229
2013,4860,2,12404229
2014,4860,7,12404229
2015,4860,2,12404229
1994,4860,6,12404230
1995,4860,5,12404230
1996,4860,17,12404230
1998,4860,10,12404230
1999,4860,4,12404230
2000,4860,15,12404230
2003,4860,9,12404230
2008,4860,14,12404230
2010,4860,4,12404230
2011,4860,8,12404230
1994,4860,6,12404231
1996,4860,2,12404231
1997,4860,6,12404231
1998,4860,4,12404231
1999,4860,4,12404231
2001,4860,6,12404231
2003,4860,4,12404231
2004,4860,3,12404231
2005,4860,21,12404231
2006,4860,22,12404231
2007,4860,16,12404231
2008,4860,10,12404231
2000,4860,13,12404237
2000,5090,1,12404237
2001,4860,12,12404237
2003,4860,7,12404237
2005,4860,20,12404237
2015,4860,2,12404237
2016,4860,1,12404237
2008,4860,5,12404239
2009,4860,4,12404239
2010,4860,4,12404239
2013,4860,1,12404239
2014,4860,1,12404239
2015,4860,4,12404239
1992,4860,6,12404240
1992,4860,2,12404241
1993,4860,3,12404241
1995,4860,27,12404241
1996,4860,20,12404241
1997,4860,1,12404241
1998,4860,3,12404241
1999,4860,2,12404241
2000,4860,5,12404241
2001,4860,1,12404241
2007,4860,9,12404241
2008,4860,13,12404241
2009,4860,18,12404241
2011,4860,17,12404241
2015,4860,10,12404241
2016,4860,7,12404241
1987,4860,9,12404251
1988,4860,10,12404251
1990,4860,8,12404251
1991,4860,14,12404251
1992,4860,7,12404251
1992,5090,1,12404251
1993,4860,6,12404251
1994,4860,9,12404251
1995,4860,5,12404251
1995,5090,1,12404251
1996,4860,7,12404251
1999,4860,12,12404251
2001,4860,10,12404251
2002,4860,20,12404251
2003,4860,9,12404251
2004,4860,8,12404251
2006,4860,3,12404251
2007,4860,10,12404251
2008,4860,12,12404251
2009,4860,15,12404251
2010,4860,10,12404251
2011,4860,12,12404251
2012,4860,13,12404251
2013,4860,7,12404251
2014,4860,8,12404251
2016,4860,12,12404251
2006,4860,1,12404252
1999,4860,1,12404255
2000,5090,9,12404255
2001,4860,1,12404255
2016,4860,1,12404255
2002,4860,1,12404302
2016,4860,1,12404302
2000,4860,3,12404304
2001,4860,13,12404304
2002,4860,10,12404304
2003,4860,2,12404304
2004,4860,24,12404304
2005,4860,14,12404304
2006,4860,4,12404304
2007,4860,10,12404304
2008,4860,9,12404304
2009,4860,7,12404304
2010,4860,55,12404304
2011,4860,22,12404304
2012,4860,18,12404304
2013,4860,8,12404304
2014,4860,12,12404304
2015,4860,15,12404304
2016,4860,16,12404304
2015,4860,1,12404307
2016,4860,5,12404307
2007,4860,2,12404308
2005,4860,2,12404309
2006,4860,4,12404309
2007,4860,5,12404309
2008,4860,5,12404309
2009,4860,4,12404309
2010,4860,2,12404309
2011,4860,3,12404309
2012,4860,3,12404309
2013,4860,3,12404309
2015,4860,12,12404309
2016,4860,7,12404309
2000,4860,1,12404310
2001,4860,31,12404310
2004,4860,1,12404310
2016,4860,3,12404311
2003,4860,2,12404312
2004,4860,3,12404312
2011,4860,6,12404312
2012,4860,3,12404312
2013,4860,2,12404312
2015,4860,2,12404312
2011,4860,1,12404313
2012,4860,2,12404313
2013,4860,1,12404313
2015,4860,10,12404313
2016,4860,5,12404313
2003,4860,2,12404314
2014,4860,10,12404314
2015,4860,8,12404314
2016,4860,9,12404314
1994,4860,11,12404315
1995,4860,4,12404315
1996,4860,5,12404315
1997,4860,2,12404315
1998,4860,9,12404315
1999,4860,18,12404315
2000,4860,4,12404315
2001,4860,2,12404315
2002,4860,2,12404315
2003,4860,5,12404315
2004,4860,21,12404315
2013,4860,1,12404315
2014,4860,2,12404315
2016,4860,10,12404315
2012,4860,11,12404319
2013,4860,7,12404319
2014,4860,4,12404319
2016,4860,9,12404319
1997,4860,1,12404321
2014,4860,6,12404321
2015,4860,5,12404321
2016,4860,6,12404321
1995,4860,1,12404322
1996,4860,2,12404322
1997,4860,9,12404322
2007,4860,6,12404322
2008,4860,12,12404322
2009,4860,22,12404322
2010,4860,20,12404322
2011,4860,25,12404322
2012,4860,17,12404322
2002,4860,5,12404326
2004,4860,5,12404326
2005,4860,3,12404326
2006,4860,11,12404326
2007,4860,9,12404326
2008,4860,14,12404326
2010,4860,13,12404326
2014,4860,6,12404328
1997,4860,1,12404329
1998,4860,2,12404329
2004,5090,51,12404329
2005,5090,22,12404329
2006,5090,1,12404329
2009,4860,5,12404329
2009,5090,4,12404329
2010,4860,2,12404329
2014,4860,2,12404329
1993,4860,2,12404330
1994,4860,3,12404330
1995,4860,1,12404330
1996,4860,10,12404330
1997,4860,8,12404330
1998,4860,4,12404330
1999,4860,4,12404330
2000,4860,7,12404330
2001,4860,5,12404330
2002,4860,10,12404330
2003,4860,12,12404330
2004,4860,11,12404330
2005,4860,16,12404330
2006,4860,4,12404330
2007,4860,20,12404330
2008,4860,16,12404330
2009,4860,6,12404330
2010,4860,14,12404330
2012,4860,6,12404330
2013,4860,5,12404330
2014,4860,11,12404330
2015,4860,4,12404330
2016,4860,15,12404330
1998,4860,3,12404331
1999,4860,3,12404331
2003,4860,1,12404331
2007,4860,18,12404331
2007,5090,1,12404331
2008,4860,6,12404331
2010,4860,18,12404331
2014,4860,16,12404331
2004,4860,4,12404338
2005,4860,4,12404338
2007,4860,4,12404338
2008,4860,4,12404338
2009,4860,12,12404338
2010,4860,4,12404338
1998,4860,21,12404340
1999,4860,12,12404340
2012,4860,4,12404340
2013,4860,13,12404340
2014,4860,4,12404340
2015,4860,6,12404352
2006,4860,2,12404355
2015,4860,1,12404401
2006,4860,4,12404404
2007,4860,16,12404404
2008,4860,13,12404404
2009,4860,15,12404404
2010,4860,21,12404404
2011,4860,15,12404404
2012,4860,11,12404404
2013,4860,5,12404404
2014,4860,9,12404404
2015,4860,6,12404404
2016,4860,13,12404404
2012,4860,1,12404407
2013,4860,2,12404407
2014,4860,2,12404407
2015,4860,1,12404407
2013,4860,2,12404408
2015,4860,4,12404412
1996,4860,7,12404421
2006,4860,3,12404421
2007,4860,6,12404421
2009,4860,7,12404421
2010,4860,1,12404421
1994,4860,4,12404430
1995,4860,4,12404430
2011,4860,15,12404430
2012,4860,28,12404430
2013,4860,7,12404430
2014,4860,11,12404430
2015,4860,14,12404430
2016,4860,6,12404430
2004,4860,7,12404438
2005,4860,9,12404438
2006,4860,16,12404438
2007,4860,9,12404438
2007,5090,3,12404438
2008,4860,15,12404438
2009,4860,17,12404438
2010,4860,2,12404438
2012,4860,2,12404438
2013,4860,12,12404438
2014,4860,4,12404438
1994,4860,2,12404504
1995,4860,1,12404504
2015,4860,3,12404508
2012,4860,6,12404540
2013,4860,7,12404540
2014,4860,2,12404540
2015,4860,10,12404540
2016,4860,7,12404540
2013,4860,1,12404608
2015,4860,6,12404608
2016,4860,1,12404608
1994,4860,3,12404928
1995,4860,2,12404928
1997,4860,5,12404928
1998,4860,12,12404928
1999,4860,2,12404928
2000,4860,4,12404928
2001,4860,5,12404928
2002,4860,3,12404928
2003,4860,1,12404928
2005,4860,1,12404928
2010,4860,3,12404928
2014,4860,10,12404928
2016,4860,16,12404928
1974,4860,10,12411001
1974,7410,12,12411001
1975,4860,1,12411001
1975,7410,38,12411001
1976,4860,4,12411001
1976,7410,58,12411001
1977,4860,3,12411001
1977,7410,77,12411001
1978,4860,1,12411001
1978,7410,59,12411001
1979,4860,4,12411001
1979,7410,60,12411001
1988,4860,6,12411001
1988,7410,51,12411001
1991,4860,9,12411001
1991,7410,12,12411001
1992,4860,10,12411001
1992,7410,17,12411001
1993,4860,19,12411001
1993,7410,22,12411001
1994,4860,13,12411001
1994,7410,8,12411001
1995,4860,13,12411001
1995,7410,15,12411001
1996,4860,9,12411001
1996,7410,15,12411001
1997,4860,7,12411001
1997,7410,4,12411001
1998,4860,1,12411001
1998,7410,18,12411001
1999,4860,10,12411001
1999,7410,13,12411001
2000,4860,9,12411001
2000,7410,22,12411001
2008,4860,17,12411001
2008,7410,1,12411001
2009,4860,17,12411001
2010,4860,10,12411001
2010,7410,2,12411001
2012,4860,11,12411001
2012,7410,8,12411001
2013,4860,11,12411001
2013,7410,2,12411001
2014,4860,23,12411001
2014,7410,2,12411001
1973,4860,2,12411002
1973,7410,65,12411002
1974,7410,10,12411002
1980,4860,1,12411002
1980,7410,17,12411002
1981,7410,9,12411002
1982,7410,8,12411002
1983,7410,16,12411002
1984,7410,17,12411002
1985,4860,1,12411002
1985,7410,9,12411002
1986,4860,1,12411002
1986,7410,30,12411002
1987,4860,3,12411002
1987,7410,18,12411002
1988,4860,4,12411002
1988,7410,12,12411002
1989,7410,13,12411002
1990,4860,4,12411002
1990,7410,29,12411002
1991,4860,5,12411002
1991,7410,10,12411002
1992,7410,22,12411002
1993,7410,13,12411002
1994,4860,1,12411002
1994,7410,37,12411002
1995,4860,4,12411002
1995,7410,29,12411002
1996,4860,1,12411002
1996,7410,28,12411002
1997,4860,3,12411002
1997,7410,27,12411002
1998,7410,36,12411002
1999,4860,1,12411002
1999,7410,14,12411002
2000,4860,1,12411002
2000,7410,28,12411002
1991,4860,2,12411003
1996,4860,3,12411003
1998,4860,1,12411003
2000,4860,4,12411003
2001,4860,1,12411003
2002,4860,1,12411003
2003,4860,3,12411003
2004,4860,2,12411003
2005,4860,1,12411003
2006,4860,4,12411003
2007,4860,1,12411003
2008,4860,3,12411003
2010,4860,1,12411003
2011,4860,1,12411003
2013,4860,1,12411003
2014,4860,1,12411003
2015,4860,2,12411003
2016,4860,2,12411003
1968,4860,8,12411004
1971,4860,7,12411004
1973,4860,6,12411004
1973,5090,2,12411004
1975,4860,14,12411004
2010,4860,16,12411004
2011,4860,18,12411004
2012,4860,15,12411004
2013,4860,6,12411004
2014,4860,7,12411004
2015,4860,10,12411004
1968,4860,9,12411005
1969,4860,9,12411005
1971,4860,3,12411005
1974,4860,23,12411005
1975,4860,28,12411005
1976,4860,20,12411005
1977,4860,19,12411005
1978,4860,19,12411005
1978,7410,2,12411005
1979,4860,22,12411005
1980,4860,15,12411005
1981,4860,14,12411005
1982,4860,27,12411005
1983,4860,12,12411005
1984,4860,15,12411005
1985,4860,18,12411005
1986,4860,15,12411005
1987,4860,21,12411005
1987,7410,2,12411005
1988,4860,13,12411005
1988,7410,6,12411005
1989,4860,9,12411005
1990,4860,15,12411005
1991,4860,13,12411005
1994,4860,13,12411005
1995,4860,16,12411005
1996,4860,6,12411005
1998,4860,15,12411005
1999,4860,16,12411005
2000,4860,11,12411005
2000,7410,2,12411005
2001,4860,12,12411005
2001,7410,1,12411005
2002,4860,16,12411005
2003,4860,12,12411005
2003,7410,2,12411005
2004,4860,15,12411005
2005,4860,9,12411005
2006,4860,8,12411005
2007,4860,11,12411005
2008,4860,7,12411005
2009,4860,17,12411005
2010,4860,7,12411005
1969,4860,8,12411006
1975,4860,10,12411006
2001,4860,4,12411006
2002,4860,7,12411006
2003,4860,7,12411006
2003,7410,1,12411006
2004,4860,7,12411006
2004,7410,1,12411006
2005,4860,17,12411006
2005,7410,11,12411006
2006,4860,17,12411006
2006,7410,5,12411006
2007,4860,14,12411006
2007,7410,3,12411006
2008,4860,10,12411006
2009,4860,20,12411006
2009,7410,2,12411006
2010,4860,19,12411006
2010,7410,1,12411006
2011,4860,17,12411006
2011,7410,3,12411006
2012,4860,2,12411006
2012,7410,3,12411006
2013,4860,6,12411006
2013,7410,1,12411006
2014,4860,16,12411006
2015,4860,7,12411006
2015,7410,4,12411006
2016,4860,9,12411006
2016,7410,2,12411006
1970,4860,13,12411007
1971,4860,12,12411007
1971,7410,1,12411007
1972,4860,11,12411007
1972,7410,3,12411007
1973,4860,7,12411007
1974,4860,12,12411007
1975,4860,12,12411007
1976,4860,13,12411007
1977,4860,22,12411007
1978,4860,32,12411007
1979,4860,30,12411007
1980,4860,38,12411007
1981,4860,32,12411007
1982,4860,37,12411007
1983,4860,23,12411007
1984,4860,15,12411007
1984,7410,3,12411007
1985,4860,34,12411007
1985,7410,2,12411007
1986,4860,8,12411007
1986,7410,2,12411007
1987,4860,9,12411007
1988,4860,22,12411007
1988,7410,2,12411007
1989,4860,20,12411007
1989,7410,1,12411007
1990,4860,25,12411007
1990,7410,1,12411007
1991,4860,19,12411007
1991,7410,4,12411007
1992,4860,15,12411007
1992,7410,1,12411007
1993,4860,10,12411007
1994,4860,23,12411007
1995,4860,18,12411007
1996,4860,48,12411007
1996,7410,1,12411007
1997,4860,18,12411007
1997,7410,2,12411007
1998,4860,11,12411007
1999,4860,23,12411007
2000,4860,24,12411007
2000,7410,1,12411007
2001,4860,21,12411007
2001,7410,1,12411007
2002,4860,39,12411007
2002,7410,2,12411007
2003,4860,20,12411007
2005,4860,15,12411007
2007,4860,34,12411007
2008,4860,18,12411007
2009,4860,33,12411007
2010,4860,32,12411007
2010,7410,2,12411007
1970,4860,16,12411008
1971,4860,24,12411008
1972,4860,9,12411008
1973,4860,20,12411008
1974,4860,7,12411008
1975,4860,22,12411008
1976,4860,6,12411008
1977,4860,8,12411008
1978,4860,14,12411008
1979,4860,25,12411008
1980,4860,38,12411008
1981,4860,22,12411008
1982,4860,22,12411008
1984,4860,18,12411008
1985,4860,18,12411008
1986,4860,20,12411008
1987,4860,11,12411008
1988,4860,8,12411008
1989,4860,13,12411008
1990,4860,13,12411008
1991,4860,9,12411008
1992,4860,14,12411008
1993,4860,17,12411008
1994,4860,23,12411008
1995,4860,31,12411008
1996,4860,20,12411008
1997,4860,21,12411008
1998,4860,9,12411008
1999,4860,14,12411008
2000,4860,17,12411008
2002,4860,17,12411008
2003,4860,17,12411008
2004,4860,20,12411008
2005,4860,19,12411008
2013,4860,6,12411008
1968,4860,11,12411009
1969,4860,11,12411009
1970,4860,5,12411009
1990,4860,6,12411009
1991,4860,13,12411009
1992,4860,14,12411009
1993,4860,12,12411009
1994,4860,15,12411009
1995,4860,5,12411009
1996,4860,16,12411009
1997,4860,124,12411009
1998,4860,13,12411009
2000,4860,8,12411009
2001,4860,2,12411009
2002,4860,6,12411009
2003,4860,10,12411009
2004,4860,10,12411009
2005,4860,6,12411009
2006,4860,7,12411009
2007,4860,12,12411009
2008,4860,13,12411009
2009,4860,6,12411009
2010,4860,4,12411009
2011,4860,7,12411009
2012,4860,7,12411009
1969,4860,3,12411010
1972,4860,5,12411010
1972,7410,16,12411010
1973,4860,2,12411010
1973,7410,5,12411010
1976,4860,1,12411010
1977,4860,12,12411010
1977,7410,2,12411010
1988,4860,7,12411010
1989,4860,2,12411010
1989,7410,4,12411010
1990,4860,3,12411010
1991,4860,9,12411010
1991,7410,4,12411010
1993,4860,2,12411010
1994,4860,6,12411010
1995,4860,5,12411010
1996,4860,4,12411010
1997,4860,8,12411010
1998,4860,5,12411010
1999,4860,3,12411010
2000,4860,2,12411010
2001,4860,1,12411010
2002,4860,3,12411010
2003,4860,8,12411010
2004,4860,2,12411010
2005,4860,4,12411010
2007,4860,2,12411010
2008,4860,4,12411010
2009,4860,6,12411010
2011,4860,5,12411010
1970,7410,3,12411011
1973,7410,3,12411011
1977,4860,3,12411011
1978,4860,1,12411011
1979,4860,5,12411011
1979,7410,2,12411011
1982,4860,1,12411011
1983,4860,3,12411011
1984,4860,1,12411011
1985,7410,1,12411011
1986,7410,6,12411011
1987,4860,1,12411011
1987,7410,3,12411011
1989,4860,1,12411011
1989,7410,1,12411011
1990,4860,1,12411011
1991,4860,1,12411011
1992,4860,2,12411011
1993,4860,1,12411011
1995,4860,2,12411011
1995,7410,1,12411011
1998,4860,1,12411011
1998,7410,4,12411011
1999,7410,3,12411011
2001,4860,5,12411011
2002,7410,3,12411011
2003,4860,1,12411011
2005,7410,4,12411011
2006,4860,2,12411011
2006,7410,3,12411011
2008,4860,2,12411011
1973,4860,1,12411012
1973,7410,12,12411012
1974,4860,7,12411012
1974,7410,16,12411012
1981,4860,4,12411012
1981,7410,15,12411012
1985,4860,2,12411012
1985,7410,29,12411012
1986,4860,1,12411012
1986,7410,34,12411012
1987,4860,2,12411012
1987,7410,26,12411012
1988,4860,3,12411012
1988,7410,28,12411012
1991,4860,3,12411012
1991,7410,31,12411012
1993,4860,4,12411012
1993,7410,26,12411012
1994,4860,5,12411012
1994,7410,19,12411012
1995,4860,5,12411012
1995,7410,12,12411012
1996,4860,3,12411012
1996,7410,17,12411012
1968,4860,2,12411013
1968,7410,21,12411013
1970,4860,3,12411013
1970,7410,33,12411013
1974,4860,8,12411013
1974,7410,30,12411013
1978,4860,4,12411013
1978,7410,58,12411013
1979,4860,5,12411013
1979,7410,28,12411013
1970,4860,3,12411014
1970,7410,6,12411014
1990,4860,3,12411014
1990,7410,5,12411014
1991,4860,5,12411014
1991,7410,2,12411014
1992,4860,2,12411014
1992,7410,11,12411014
1993,4860,1,12411014
1994,7410,4,12411014
1995,7410,6,12411014
1998,4860,2,12411014
1998,7410,3,12411014
2000,4860,1,12411014
2000,7410,1,12411014
2001,4860,4,12411014
2001,7410,6,12411014
2002,4860,2,12411014
2003,4860,1,12411014
2003,7410,2,12411014
1973,4860,2,12411016
1975,4860,11,12411016
1978,4860,11,12411016
1979,4860,1,12411016
1980,4860,2,12411016
1981,4860,4,12411016
1983,4860,4,12411016
1995,4860,10,12411016
2014,4860,30,12411016
2015,4860,25,12411016
2016,4860,12,12411016
1976,4860,20,12411017
1977,4860,20,12411017
1978,4860,11,12411017
1979,4860,19,12411017
1980,4860,14,12411017
1981,4860,16,12411017
1982,4860,16,12411017
1983,4860,13,12411017
1984,4860,14,12411017
1985,4860,16,12411017
1986,4860,19,12411017
1987,4860,11,12411017
1989,4860,13,12411017
1990,4860,18,12411017
1991,4860,8,12411017
1992,4860,15,12411017
1993,4860,11,12411017
1999,4860,8,12411017
2000,4860,8,12411017
2002,4860,18,12411017
2003,4860,3,12411017
2004,4860,8,12411017
2006,4860,14,12411017
2007,4860,17,12411017
2008,4860,14,12411017
2013,4860,5,12411017
2014,4860,13,12411017
2015,4860,7,12411017
2016,4860,9,12411017
1968,4860,6,12411018
1969,4860,7,12411018
1973,4860,2,12411018
1974,4860,1,12411018
1975,4860,4,12411018
1976,4860,10,12411018
1977,4860,8,12411018
1978,4860,23,12411018
1979,4860,27,12411018
1979,7410,3,12411018
1980,4860,23,12411018
1980,7410,2,12411018
1981,4860,40,12411018
1982,4860,31,12411018
1983,4860,38,12411018
1984,4860,11,12411018
1985,4860,9,12411018
1986,4860,13,12411018
1986,7410,2,12411018
1987,4860,16,12411018
1988,4860,22,12411018
1988,7410,6,12411018
1989,4860,12,12411018
1989,7410,2,12411018
1990,4860,19,12411018
1991,4860,18,12411018
1991,7410,2,12411018
1994,4860,16,12411018
1995,4860,12,12411018
1995,7410,2,12411018
1997,4860,14,12411018
1999,4860,3,12411018
1999,7410,3,12411018
2000,4860,5,12411018
2000,7410,1,12411018
2015,4860,6,12411018
2015,7410,8,12411018
1973,4860,6,12411019
1974,4860,38,12411019
1975,4860,17,12411019
1976,4860,8,12411019
1978,4860,14,12411019
1980,4860,13,12411019
1981,4860,20,12411019
1982,4860,22,12411019
1983,4860,18,12411019
1984,4860,12,12411019
1985,4860,13,12411019
1986,4860,3,12411019
1987,4860,16,12411019
1988,4860,10,12411019
1989,4860,1,12411019
1990,4860,9,12411019
1993,4860,4,12411019
1994,4860,7,12411019
1995,4860,6,12411019
1996,4860,6,12411019
1997,4860,6,12411019
1998,4860,5,12411019
1999,4860,6,12411019
2000,4860,17,12411019
2001,4860,18,12411019
2002,4860,11,12411019
2005,4860,6,12411019
2006,4860,6,12411019
2006,7410,1,12411019
2008,4860,10,12411019
2010,4860,6,12411019
2011,4860,7,12411019
2015,4860,8,12411019
2016,4860,16,12411019
2016,7410,2,12411019
1968,4860,7,12411020
1969,4860,4,12411020
1970,4860,2,12411020
1971,4860,4,12411020
1972,4860,2,12411020
1973,4860,6,12411020
1974,4860,3,12411020
1975,4860,2,12411020
1976,4860,2,12411020
1977,4860,2,12411020
1978,4860,4,12411020
1979,4860,6,12411020
1980,4860,2,12411020
1981,4860,7,12411020
1982,4860,3,12411020
1983,4860,11,12411020
1991,4860,15,12411020
1993,4860,19,12411020
1994,4860,12,12411020
1996,4860,10,12411020
2000,4860,7,12411020
2001,4860,15,12411020
2002,4860,5,12411020
2003,4860,4,12411020
2004,4860,7,12411020
2005,4860,1,12411020
2006,4860,1,12411020
2007,4860,4,12411020
2008,4860,2,12411020
2009,4860,6,12411020
2010,4860,1,12411020
2011,4860,4,12411020
2012,4860,4,12411020
2013,4860,15,12411020
2016,4860,4,12411020
